seller_id,orders_6m,active_days_6m,revenue_6m,avg_review_6m,is_risk,risk_stage
4091f77d8c768fc3e81c20761471761d,7,7,1004.0,2.5714285714285716,False,normal
40d54b51e962dbe09cabbcfd33298dee,11,11,2681.19,4.090909090909091,False,normal
40db9e9aa57f7bb151bcda6b0f9bdbb7,9,9,17134.0,2.6666666666666665,False,normal
40ec8ab6cdafbcc4f544da38c67da39a,2,2,117.8,5.0,True,low_active
411f3b52d857390502ee4e4d5ceabc2d,21,21,1804.01,4.2592592592592595,False,normal
4125d9385a25e82d2f72d3a0fd55bc3f,1,1,42.9,5.0,True,almost_churn
412a4720f3e9431b4afa1476a1acddbe,6,6,488.70000000000005,4.333333333333333,False,normal
4170f6a9367e6b5d6401d03ce6d54569,4,4,568.78,4.2,False,normal
417a1e6c7321084d2a0ae0d023cfad93,1,1,48.9,5.0,True,almost_churn
41958cbd3335433c8740300e8cd600d5,1,1,32.99,5.0,True,almost_churn
41ab63a91b8b264e8c8780368bf1dd5b,6,6,1196.37,4.285714285714286,False,normal
41b14765bd56c8ad10971074380f9c0c,8,8,395.5,4.1,False,normal
41b39e28db005d9731d9d485a83b4c38,89,89,8293.75,4.223300970873787,False,normal
41b86b552e54e3a7009596125aa8b167,10,10,1595.3,4.363636363636363,False,normal
41c2bad7229b0c25e6becf179ebf63ff,19,19,748.0,4.954545454545454,False,normal
41c9d3997dd3c072c31139dc5bb5761f,3,3,998.8,4.333333333333333,False,normal
41da412d33e8da4f22baf55cb1bde82c,15,15,862.9,4.714285714285714,False,normal
41e0fa5761c886a630994a55c12087e7,5,5,423.6,5.0,False,normal
4200ddf1967c5e41e48db62bc6d4b5ac,17,17,614.5,4.21875,False,normal
4221a7df464f1fe2955934e30ff3a5a1,5,5,849.5,4.8,False,normal
422be4cc81a457fdb46f47edeb968ae5,1,1,239.9,5.0,False,normal
427165bf50f8ca07efc7bdc2bfcf1688,5,5,1603.5,3.2,False,normal
42b6488f5b8246d9141712abd4b1b693,2,2,247.99,4.0,False,normal
42b729f859728f5079499127a9c2ef37,79,79,3185.7999999999997,4.2745098039215685,False,normal
42bde9fef835393bb8a8849cb6b7f245,30,30,6628.0,4.228571428571429,False,normal
42d4b7e70819438f5ada61c965e92d7e,1,1,49.6,1.0,True,almost_churn
42ef3192a9ff87a22d1867b74b3ee205,20,20,1266.29,4.65,False,normal
42fa4ee7240e9b8eb4576358ec142ba7,22,22,3845.7,4.809523809523809,False,normal
42fb44130ac3134cde8e35cf8ec7df25,3,3,62.699999999999996,3.6666666666666665,True,low_active
430315b7bb4b6e4b3c978f9dfa9b0558,18,18,2515.4,4.052631578947368,False,normal
4305fe92735c8a43d154ff6dd2b8d927,13,13,1906.6000000000001,4.428571428571429,False,normal
431050a06a317f2b38168dec3dcd2b46,12,12,1487.8,4.25,False,normal
431af27f296bc6519d890aa5a05fdb11,62,62,6566.3,4.151515151515151,False,normal
4324dd16853115efb0fd9d0d131ba6f4,6,6,550.95,4.125,False,normal
432c37c9dfba871172ec162e20118b8c,18,18,969.87,4.0,False,normal
432c67955c0acd1fd6b0b5d678766a71,3,3,1151.0,2.3333333333333335,False,normal
43402bdf22aa2310e8f99e2f94f78628,4,4,649.95,2.8,False,normal
4342d4b2ba6b161468c63a7e7cfce593,19,19,2468.1,1.2777777777777777,False,normal
436bf27f2f18474fc6047702e9f8a866,1,1,29.9,5.0,True,almost_churn
4371b634e0efc0e22b09b52907d9d469,31,31,1986.0,4.838709677419355,False,normal
43753b27d77860f1654aa72e251a7878,1,1,23.9,5.0,True,almost_churn
4391ea5c5990502176a1dcda44a2373d,2,2,2254.0,5.0,False,normal
439a47cc365d6e3bd526812ea9de3c29,3,3,222.5,5.0,False,normal
43a1d4bab73b816e44ef4e4facd9f9b5,1,1,189.9,4.0,True,almost_churn
43a5d4a57af536fddc96d08be3afdfcb,1,1,75.0,1.0,True,almost_churn
43b2c864251aa0ce4030c746984e088a,2,2,94.8,3.0,True,low_active
43f8c9950d11ecd03a0304a49e010da6,37,37,3805.63,4.5675675675675675,False,normal
44073f8b7e41514de3b7815dd0237f4f,67,67,8855.37,3.9859154929577465,False,normal
440dd6ab244315c632130ecfb63827b1,16,16,1966.8000000000002,4.5,False,normal
443d880f15cbd3572885e1d44bf2c478,1,1,94.8,2.0,True,almost_churn
4450bd8327d471c4a11a83d1445b1b62,1,1,199.0,5.0,False,normal
446cc09cdbb130904da114e807dbec40,3,3,252.8,4.666666666666667,False,normal
44717f64ec2a457979cf83c429077666,2,2,107.0,5.0,True,low_active
447d377bdb757058acb569025ee18a93,1,1,64.99,5.0,True,almost_churn
44ed138eca6214d572ce1d813fb0049b,2,2,129.79,4.666666666666667,True,low_active
44f091b5abab8018f682fce8124b85e5,6,6,1680.1000000000001,2.5,False,normal
45213867cefbf2cd4c6177e10216a951,10,10,3303.45,4.0,False,normal
4559697a8f7e637227c2eeaed843baff,3,3,569.9,3.3333333333333335,False,normal
455befea1bb853c75ccbca94cff26e5c,1,1,19.99,3.0,True,almost_churn
455c5640e8c5bd1b2ee85c0158f85727,8,8,6729.5,4.5,False,normal
455f46ef09a9e45667e2981df84b5cc2,2,2,59.8,2.5,True,low_active
457fe919b032a3f7dadba6fb92cf7855,9,9,1104.89,4.833333333333333,False,normal
458c6fa920810ce2492da71bc26d9eec,2,2,756.76,2.5,False,normal
458d868c9642f55f18f04e951a3fdde6,2,2,2718.0,5.0,False,normal
45a3d05fb00435e52a28859dd03703b3,1,1,1299.0,5.0,False,normal
45ba18c210d42734ec52c0c1c574e9ee,38,38,5589.13,3.8292682926829267,False,normal
45c20d94d9171b0bcfab3c955e47d67b,4,4,129.46,4.5,True,recoverable
45d33f715e24d15a6ccf5c17b3a23e3c,18,18,1064.75,4.45,False,normal
461ff5303b6c9c1a4a07f40c5aece516,3,3,102.69999999999999,3.6666666666666665,True,low_active
466222e777149751370e7e98fb623b0c,1,1,87.9,5.0,True,almost_churn
4677a5437afda5fa7140b927b07be1cc,11,11,3415.7,4.363636363636363,False,normal
46dc3b2cc0980fb8ec44634e21d2718e,42,42,11434.57,3.902439024390244,False,normal
46ef1a25845fc051c2998d878354810c,4,4,228.06,4.25,False,normal
4736e9d642ef4257cd7622516931eb51,6,6,517.9300000000001,4.666666666666667,False,normal
47648caee88ccfe951fbb27fbf7b4cbe,3,3,1564.99,3.6666666666666665,False,normal
478bfe564db21eeb44386606aa30b650,3,3,182.70000000000002,4.666666666666667,True,low_active
47efca563408aae19bb7206c2d969ea9,10,10,2166.0,3.9,False,normal
47f55702f598c7c6cc8458b0fbc1c49a,2,2,127.5,5.0,True,low_active
48162d548f5b1b11b9d29d1e01f75a61,27,27,8682.09,3.6857142857142855,False,normal
4830e40640734fc1c52cd21127c341d4,62,62,2902.61,4.264705882352941,False,normal
48328ec9a579151d9cc6a86d4a59336c,1,1,1099.0,2.0,False,normal
483ca627d131e18f988349b1655c0acd,1,1,264.0,5.0,False,normal
48436dade18ac8b2bce089ec2a041202,83,83,7189.6,4.180851063829787,False,normal
485452467ff670447e84a8370c3fc898,3,3,175.70000000000002,4.666666666666667,True,low_active
4867209cb29b56b92893d7bde3ce8012,1,1,150.0,4.0,True,almost_churn
4869f7a5dfa277a7dca6462dcf3b52b2,117,117,27475.93,4.162601626016261,False,normal
48985c61529077fa4f1e38bcff0f2ed3,6,6,779.4000000000001,4.333333333333333,False,normal
48b6c3f4c6a93171da04b75313f2130f,2,2,290.26,5.0,False,normal
48bad451945f5227341793478d6353ea,2,2,191.0,4.5,False,normal
48e5ee06fb2dc74df1c711a9b6dfac2a,1,1,57.0,5.0,True,almost_churn
48e954b2da4f6a750c844173b347ed40,2,2,397.79999999999995,4.166666666666667,False,normal
48efc9d94a9834137efd9ea76b065a38,33,33,345.6,5.0,False,normal
48fb026ed7455a42f5d3e9390ed5088e,10,10,524.72,2.7,False,normal
49067458c68f7701fd334ce326accbe0,8,8,469.2,4.0625,False,normal
4917cee8d902e13428c3ec4b1ca6f315,22,22,3331.0,3.857142857142857,False,normal
491a5ada3aa1678414e990262c4bbdc1,2,2,2840.0,3.0,False,normal
49383af7ab774e4e8f3000f49c83dc4b,8,8,660.0,4.583333333333333,False,normal
4965a7002cca77301c82d3f91b82e1a9,1,1,8.49,5.0,True,almost_churn
497709c2976a8fa308730a2dec5b0726,1,1,76.0,5.0,True,almost_churn
4978a02ea9c8be7a9b5480680f40334e,18,18,2356.61,3.5789473684210527,False,normal
499185655c29ecfdbfe776ef7cf875b5,1,1,89.0,4.0,True,almost_churn
4992e76a42cb3aad7a7047e0d3d7e729,22,22,885.1,3.3333333333333335,False,normal
499ec63c58e51296c9cf57edcfe1c8a8,5,5,365.0,4.8,False,normal
49cdc90518a4f82676b38b3c1aa43ff6,5,5,1539.5,3.8,False,normal
49e7217cfe4e427191c378ec626d8737,3,3,469.6,5.0,False,normal
49f8d2ea7b718d0ce587d34207caf2b4,1,1,149.9,5.0,True,almost_churn
4a1917ef994878940e1fb03eeb787ad7,2,2,768.0,2.6666666666666665,False,normal
4a1f694197d05fe70026b016a7316b41,14,14,907.77,4.391304347826087,False,normal
4a23adac87cf538689fa600d976f78b2,3,3,405.0,4.333333333333333,False,normal
4a3ca9315b744ce9f8e9374361493884,427,427,46750.9,3.9288793103448274,False,normal
4a3ccda38b2129705f3fb522db62ca31,41,41,10989.59,3.9183673469387754,False,normal
4a5b36211b1f51bf7eaa5c10a57fa483,1,1,139.19,5.0,True,almost_churn
4a82168aaef173cbb6e46ae88728f919,4,4,512.0,4.0,False,normal
4a82c4af97ffc0fb2dc26bfdc03b1842,3,3,143.7,5.0,True,low_active
4aba391bc3b88717ce08eb11e44937b2,12,12,3265.89,3.6923076923076925,False,normal
4aba6a02a788d3ec81c03137144d9a80,1,1,89.9,5.0,True,almost_churn
4b0fdb526525f9890eb145bf1534640e,18,18,2419.0,3.95,False,normal
4b1eaadf791bdbbad8c4a35b65236d52,8,8,1849.79,2.0,False,normal
4b39558c138930b9e5489c93b6df5fe3,4,4,1096.7,4.6,False,normal
4b5f66b7adcf57f1ecc0d3c07dd6b177,11,11,2481.45,4.75,False,normal
4b90495391ac0bd181a80a459df1e718,1,1,248.0,4.0,False,normal
4b9750c8ad28220fe6702d4ecb7c898f,84,84,5785.7,4.188235294117647,False,normal
4b98b0428fc1932cc2514ef9ce2505e6,2,2,465.51,2.3333333333333335,False,normal
4ba52dfeba874da5b9ee7b17c7494f04,11,11,1463.0,4.363636363636363,False,normal
4bc3d93e4a5f88a598d3d8ce4ae510b3,1,1,169.0,1.0,True,almost_churn
4bcec44888b30ba9001234c534716d3f,4,4,124.0,4.5,True,recoverable
4bde6149c15cf7e177b36fa060dd6de8,2,2,159.8,5.0,True,low_active
4be2e7f96b4fd749d52dff41f80e39dd,1,1,267.0,1.0,False,normal
4be6b962d83299498bae2190f95d6566,11,11,508.8,4.181818181818182,False,normal
4be9ae93c4fc0f41713d71a4194ee1b3,1,1,109.9,5.0,True,almost_churn
4bf2f4ee540798a61f9636d12cd9cc80,9,9,1641.0,4.7,False,normal
4bf658053d453036c70976bccb2c31b2,2,2,1742.99,4.5,False,normal
4bfc7a4a1cf8d4d2121c27422d9e50b5,26,26,8124.4,4.225,False,normal
4c03b9dd4c11ee2cb35c96c49efc9420,48,48,6458.6,4.1063829787234045,False,normal
4c18691b6037662be2df78a765d98ab5,62,62,3165.52,3.8484848484848486,False,normal
4c1c7281388a33dd06daac44f9fadbd1,5,5,188.32,4.8,True,recoverable
4c2b230173bb36f9b240f2b8ac11786e,52,52,2210.39,3.970149253731343,False,normal
4c498c7345e89aebad651544829beca0,36,36,3366.3,4.222222222222222,False,normal
4c4d546adf3c3868fe19c9ec6e9ffda9,2,2,111.69999999999999,3.6666666666666665,True,low_active
4c60877808f4318ef1107fbeb8f89afa,2,2,118.0,4.0,True,low_active
4c61e37f664c3c88aff092aa5ac779d7,7,7,788.31,4.0,False,normal
4c8545742faaf58fafd5fd14d25d75cf,4,4,3020.0,4.5,False,normal
4c8b8048e33af2bf94f2eb547746a916,17,17,1133.92,2.5,False,normal
4cc43a222a0f94910728b62b97a8c5f8,1,1,108.5,3.0,True,almost_churn
4cc4fd4fdd406a85bbdc1f824b731bd7,1,1,539.98,5.0,False,normal
4ce6e5f6c52515177e18c1c9361d8677,1,1,226.6,3.0,False,normal
4ce8b55b4bfa4659184e7becc1fba3f2,2,2,199.0,3.0,False,normal
4cf490a58259286ada5ba8525ba9e84a,6,6,910.4000000000001,3.1666666666666665,False,normal
4d0041cdbe51b4617d95c70b19decc74,8,8,5235.200000000001,4.5,False,normal
4d232b78ab7ef10393dc3807d827bc0d,5,5,1475.0,4.4,False,normal
4d600e08ecbe08258c79e536c5a42fee,8,8,4465.34,4.0,False,normal
4d6d651bd7684af3fffabd5f08d12e5a,89,89,8192.2,4.15,False,normal
4d6fb82c629c7a5028bfd973c07b05e0,2,2,278.0,2.0,False,normal
4d8809767a5bafe22909c77951fb6b41,1,1,50.0,5.0,True,almost_churn
4d9fea3499bdc22aa4da4e339365f215,2,2,192.54000000000002,5.0,False,normal
4da0e408c99d2fdc2126dc9fce518060,19,19,1703.9,4.766666666666667,False,normal
4dab98ca6cd6d3df586203cefd28a042,1,1,154.9,5.0,True,almost_churn
4dbd95a08b31ede5c82d3f861cb1ce1a,6,6,1304.67,3.5,False,normal
4dc2e811a1760953cb7c6a590b498943,1,1,175.0,5.0,True,almost_churn
4dc646b9b9e8e411ef48ba000ea3ac6f,3,3,227.0,1.75,False,normal
4ddeb3e828550cddc8d45c8bc36ab2d1,1,1,152.0,5.0,True,almost_churn
4de6e4ba574aa9dfdc824bc44dc47fdd,14,14,451.1,4.071428571428571,False,normal
4deebb3199eeafb282ae33229144f94b,3,3,629.8,3.0,False,normal
4e06067cc08b3f41d837768d392c3ee3,15,15,391.88,4.444444444444445,False,normal
4e0d109ccfba9a1151c103049880c857,1,1,99.35,1.0,True,almost_churn
4e17c65a516f69d023a2ae78b84f28d6,10,10,1904.6,4.4,False,normal
4e2627090e6e5b9fabba883a37897683,2,2,199.5,1.0,False,normal
4e326052e5dbba8adcd512f3450a307e,3,3,570.0,1.6666666666666667,False,normal
4e42581f08e8cfc7c090f930bac4552a,3,3,336.0,1.0,False,normal
4e480be820e37de1444325ff358c9296,1,1,430.3,5.0,False,normal
4e5725ba188db8252977a4f0227bd462,22,22,1930.59,3.44,False,normal
4e6015589b781adaa5ce7f1892d06bb1,3,3,684.0,3.6666666666666665,False,normal
4e7c18b98d84e05cbae3ff0ff03846c2,43,43,5365.9,4.425531914893617,False,normal
4e85b538b0dad58852641540686d0e14,2,2,24.29,3.5,True,low_active
4e8dacf3d38f281ae26c3e0321d92d88,10,10,2644.95,2.466666666666667,False,normal
4e922959ae960d389249c378d1c939f5,43,43,2844.95,3.7291666666666665,False,normal
4e92348462c75b6c842b994ce84a0ed4,1,1,69.9,5.0,True,almost_churn
4ea2f12dbe91deeacd2c1e74f069a6e6,3,3,157.2,4.75,True,low_active
4eb61f060e7dcc1d5a80d806c35cc541,8,8,1313.0,3.875,False,normal
4ebdc7e6cd6102a022dadc49156d4ea8,12,12,487.6,3.9285714285714284,False,normal
4eeb99008a0f59d2c7759c59f9a346eb,2,2,1282.0,4.5,False,normal
4ef4c39cf3c24f326434cf0b2e48046a,7,7,792.0,3.375,False,normal
4f0d637c1197fd65405ebd755ac9f86b,2,2,199.8,5.0,False,normal
4f1f1c8666cdb6442f775c4e8caed465,2,2,944.98,5.0,False,normal
4f40d2ed38d1cc945364a7cd202a82c7,1,1,319.9,1.0,False,normal
4fae87d32467e18eb46e4a76a0a0b9ce,1,1,100.9,5.0,True,almost_churn
4fb41dff7c50136976d1a5cf004a42e2,3,3,1230.0,4.0,False,normal
4fe2f67634d00c021aa01f96b6f2d68e,2,2,86.8,5.0,True,low_active
5011f0d93373a4c5753adf58ca77af8d,8,8,559.5,3.357142857142857,False,normal
503c1de08ae81a2d86f17951b204db55,14,14,3112.99,4.357142857142857,False,normal
5058e8c1e82653974541e83690655b4a,43,43,6794.2,2.923076923076923,False,normal
5075aaa8404020ae6aa8bf4792099b41,9,9,861.35,3.4,False,normal
50770d25768b0486d89be26afca3108f,4,4,101.78999999999999,3.75,True,recoverable
508808d438fe2ff972ed13bb8f4a82e2,10,10,294.83,4.2727272727272725,False,normal
50a7e551a7b3f8d37cd6e32d8bfbe5ea,1,1,140.0,5.0,True,almost_churn
50bf89f1349bc0409a268c3a49678009,1,1,179.9,5.0,True,almost_churn
50c361bcf670d16f6df4d52de3dff924,1,1,35.0,1.0,True,almost_churn
50c9975695009e5e6473912e83a6d1da,19,19,1624.75,4.448275862068965,False,normal
51209b446b2073894bdc0face6c73ffc,2,2,359.6,4.0,False,normal
512d298ac2a96d1931b6bd30aa21f61d,9,9,2907.27,4.1,False,normal
513a54369b6a8a6602fcb0e129c6d78d,2,2,47.8,4.5,True,low_active
5145090ab595c0d0b8557199f5701fbf,4,4,1459.6,4.25,False,normal
5151aea44289d6c6b090ee31c2132508,7,7,1315.3,1.8333333333333333,False,normal
515d781150feed28a6ac091bb0e3cb8c,1,1,212.4,5.0,False,normal
5160d23075764e18e07c1f4a87fad743,34,34,2429.0,4.461538461538462,False,normal
516e7738bd8f735ac19a010ee5450d8d,76,76,6643.09,4.5476190476190474,False,normal
51702dc2a3e106c76dbff722b5bf0726,8,8,1705.5,4.111111111111111,False,normal
5194c22ed1f616ec0c0f33c571542879,4,3,245.6,4.25,False,normal
519a7aa428f18d125a283cf8c014fdd6,3,3,79.69999999999999,4.0,True,low_active
51a04a8a6bdcb23deccc82b0b80742cf,1,1,167.99,1.0,True,almost_churn
51e0557bc7b86de13e946c60ee91ce39,1,1,45.8,5.0,True,almost_churn
51e4e89242cbb846c2deff3dc015650e,16,16,822.5799999999999,4.625,False,normal
51ed72984a04e5dd35c2b27e77179038,7,7,1294.3,3.5714285714285716,False,normal
51f108f62cb87d61918159902c8f8583,3,3,303.73,4.333333333333333,False,normal
5206cc4bc2297c833e6061c49bf9c43f,1,1,35.0,1.0,True,almost_churn
52092ddbd3a58c450a4459bf051b2287,6,6,351.7,4.333333333333333,False,normal
520b493b57809f446cb0a233bb3e25c7,45,45,2826.9,4.3584905660377355,False,normal
522620dcb18a6b31cd7bdf73665113a9,40,40,11803.14,4.184210526315789,False,normal
5236605f4d4b0b3e4df85b850393fca0,3,3,186.1,4.666666666666667,True,low_active
52454f90d4c30c016768db02f88c1a74,3,3,80.5,3.6,True,low_active
52562a9f449c3dc3d53f5f5b9ed74903,7,7,2634.3,4.857142857142857,False,normal
525e75a6fb1454a2325ab1734bcec221,10,10,657.0699999999999,3.727272727272727,False,normal
5275ca25d0358ca73864e0ae41be1320,4,4,409.6,4.75,False,normal
527801b552d0077ffd170872eb49683b,49,49,3933.0,4.489795918367347,False,normal
52831e5990d0771cb4951d6f12928167,1,1,65.0,3.0,True,almost_churn
528bcf6680c36dddf07620bd35b33a6f,2,2,969.98,4.5,False,normal
528ce32f560edd11add4169f6a5b65be,2,2,59.8,5.0,True,low_active
52956b80ae65fda598f06f6b9943e7a9,3,3,792.0,4.0,False,normal
52a50b42accf164f9f019941e5759d9b,4,4,139.96,4.75,True,recoverable
52a52b9f656520e99716f5bc40f661c8,7,7,783.1,4.125,False,normal
52ac6f920b7280e4c6d30dd94de6259b,3,3,2777.6,3.0,False,normal
52b53f7061969fe471d119b6195da864,1,1,90.0,5.0,True,almost_churn
52bb00821bcdd358a5a5a27e1f6be5a1,2,2,349.8,4.5,False,normal
52d76513f0c4d97f3b99570e2c94ee31,5,5,609.86,4.2,False,normal
52f0fe436a347ddad7ed5f9aa4e27eaa,21,21,1484.3700000000001,3.3043478260869565,False,normal
52f6f9f13ba19504c02781132a049e75,1,1,398.0,2.0,False,normal
52f976b17ea7f2f087f56dcc419328f6,2,2,2600.0,2.0,False,normal
52f9db5cfb423382a2fa5c9e39303202,15,15,807.85,4.4,False,normal
5305693ffae2d3463377b1f6fe67b15a,1,1,93.56,5.0,True,almost_churn
53088c75f948b48a7ece173ac17f0c12,3,3,261.70000000000005,5.0,False,normal
530ec6109d11eaaf87999465c6afee01,18,18,2333.0,4.0,False,normal
53243585a1d6dc2643021fd1853d8905,257,257,189033.92,4.218181818181818,False,normal
53336f97ddbe53e2a617d07b17447b95,1,1,599.5,5.0,False,normal
533d46c1b06970e99f09523a61df4972,2,2,159.98,4.5,True,low_active
5343d0649eca2a983820bfe93fc4d17e,64,64,8792.97,3.55,False,normal
534a01cc6df1e034e05c32028a291fa2,5,5,235.59,4.4,False,normal
535bf14f36346c7f59d87cece104d70c,1,1,50.0,4.0,True,almost_churn
537eb890efff034a88679788b647c564,59,59,2030.8,4.096774193548387,False,normal
538caafddff204241cecbf3a02e6b3cf,5,5,79.5,1.8,True,recoverable
539ed9e19811677513447759be5eccfc,2,2,32.83,3.0,True,low_active
53b0300ca793f9834cd69c0678d35ee8,4,4,1581.15,5.0,False,normal
53d00c40e32aeb924a84ce72b1af869d,16,16,1796.8500000000001,4.3125,False,normal
53e4c6e0f4312d4d2107a8c9cddf45cd,112,112,7955.23,3.927536231884058,False,normal
54065e9aef7e9e9c2dc23b7594db021a,13,13,7504.0,4.076923076923077,False,normal
5415337f1863452476d42d9f14a16a61,1,1,44.9,3.0,True,almost_churn
54219883e72aad869adfb2a54b7bfa0f,4,4,5400.0,3.75,False,normal
542917da124346b47ea1ac79a93ce454,20,20,1341.9,4.190476190476191,False,normal
5444b12c82f21c923f2639ebc722c1ea,1,1,169.9,4.0,True,almost_churn
544863df86ed3b78a04e0820d41430ee,1,1,23.9,5.0,True,almost_churn
54583ab379489add547fe47b628db589,10,10,2240.0,4.8,False,normal
54965bbe3e4f07ae045b90b0b8541f52,50,50,7681.900000000001,2.4814814814814814,False,normal
54a1852d1b8f10312c55e906355666ee,38,38,3756.52,4.256410256410256,False,normal
54aa8463e87776b5612f4bdc4bd5d4de,7,7,649.3,3.857142857142857,False,normal
54c04bdb5ec46762f8f08c7e8f86ed4a,17,17,3132.86,4.444444444444445,False,normal
55029529919c0123526150bd26ca8f20,7,7,453.95,4.714285714285714,False,normal
553a440137d6e0cf776aee0bb83ac9f5,2,2,144.8,1.0,True,low_active
5563732abe64c3036cb97ad924128dd1,2,2,404.0,4.666666666666667,False,normal
5566627eab3fe93fd6ee08798226101a,4,4,60.599999999999994,4.5,True,recoverable
556a6409838156ea299c9d1f9e2dde43,4,4,1362.8,3.25,False,normal
557f22c76691849db52d2abccf0015d0,13,13,865.8599999999999,3.1538461538461537,False,normal
5587130f9850696ed7fafbc91c2cee44,2,2,69.8,5.0,True,low_active
559d56f3b8f0bc2e5a9a62fe2ce2a39f,2,2,385.0,2.5,False,normal
55a5b51f93f2b70ea513f5a047b0262a,38,38,3967.7,4.55,False,normal
55bb6fe5bebe5012e2d7d9928e1128ff,14,14,1748.78,3.466666666666667,False,normal
55c26bcb609f480eb7868594245febb5,6,6,664.4000000000001,4.0,False,normal
55c96925041a14097b6a7825554f4ad5,4,4,144.0,4.8,True,recoverable
55d3daac7c404d59e51c2aa2f4dc5a23,8,8,1753.9,3.4166666666666665,False,normal
55dedd83e501d8248880557d9073cbfd,8,8,1055.3,4.888888888888889,False,normal
55f7a3319d80f7fdf078b8f03e6725fe,22,22,3013.78,3.772727272727273,False,normal
562f8cfc51f265411f487d07e9c40e7f,11,11,627.12,4.636363636363637,False,normal
562fc2f2c2863ab7e79a9e4388a58a14,233,233,7625.49,4.2384937238493725,False,normal
5656537e588803a555b8eb41f07a944b,1,1,31.89,5.0,True,almost_churn
5659d77e8d90378e39b960ad5956f64e,1,1,83.48,4.0,True,almost_churn
56642bcb79900e777d68e91915cb4267,19,19,1456.0,4.15,False,normal
5670f4db5b62c43d542e1b2d56b0cf7c,22,22,6630.09,4.409090909090909,False,normal
56a8b450e802502ba53a9885ee38e29f,1,1,62.45,1.0,True,almost_churn
56db5c0782e8f7ddc9343f9576ff6d16,1,1,174.9,1.0,True,almost_churn
56e361f411e38dcef17cdc2a3d99628b,5,5,1298.0,4.5,False,normal
56f413900b5166ab4d730e9ac0b12cb0,3,3,151.79,4.666666666666667,True,low_active
570d4583587a5fe2d47c7be89b91ad27,2,2,125.25,5.0,True,low_active
5721089ba9214e80074f27d5a03fc0eb,5,5,245.93,5.0,False,normal
5733d806668f8712c24b9abaefbfa642,2,2,243.8,5.0,False,normal
5741dc2bf5044c34d0698681c5081bed,3,3,89.69999999999999,5.0,True,low_active
575df70bde3f9f2b30bf8d2e9910d725,8,8,1917.2,4.4,False,normal
577719699805dd125d5b6fdde5943bba,8,8,1077.8,4.375,False,normal
578460d8319c51dab351cd9db95eadfe,1,1,235.0,3.0,False,normal
578fa3a9cb6b6dceab39231ad59cdaca,2,2,120.0,3.0,True,low_active
5795aebfe331fbcd02a2c4b679fb7952,5,5,1095.0,3.6,False,normal
579891617139df7d8671d373f0669622,4,4,124.6,4.0,True,recoverable
57a834594e1e9e9219603bfec184eadc,1,1,139.0,5.0,True,almost_churn
57c764b4a836300be881e2ff86e449f9,10,10,844.0,4.6,False,normal
57d2ba47f7a3209aa347532ae75c1165,2,2,318.0,4.0,False,normal
57df9869a600bd6b7c405f2a862eccfb,5,5,125.0,4.4,True,recoverable
57e632711dec9ec14ca7546769483e7e,20,20,2248.4,4.5,False,normal
57fe6232e67823593374a2281d7a8af8,5,5,114.44,4.6,True,recoverable
582d4f8675b945722eda7c0cb61ba4c7,21,21,2008.1999999999998,4.478260869565218,False,normal
585175ec331ea177fa47199e39a6170a,1,1,3549.0,5.0,False,normal
586a871d4f1221763fddb6ceefdeb95e,1,1,198.0,1.0,False,normal
5882820ef11c4c068eea0677a7a879b4,5,5,1505.7,4.5,False,normal
5882f40daf39bc2a465e0cb453ddc222,1,1,640.0,2.0,False,normal
58b98ccb79873e04eac4357cacc590d9,1,1,23.0,1.0,True,almost_churn
58c851d1a3c7cd3da329eb59453fed44,2,2,268.99,5.0,False,normal
58e4b302b54937e55a678c4d15111da4,3,3,279.79,2.3333333333333335,False,normal
58f1a6197ed863543e0136bdedb3fce2,44,44,6833.0,4.155555555555556,False,normal
59417c56835dd8e2e72f91f809cd4092,14,14,30944.0,4.285714285714286,False,normal
594f9aaa48e5bf431f011ddc5669b0d5,37,37,3248.8,4.578947368421052,False,normal
5962468f885ea01a1b6a97a218797b0a,8,8,791.0,3.75,False,normal
596849622429351f47b32e6cae1055ff,14,14,1104.7,4.0,False,normal
5996cddab893a4652a15592fb58ab8db,1,1,810.0,5.0,False,normal
59b22a78efb79a4797979612b885db36,55,55,9765.5,3.9166666666666665,False,normal
59bbc819b99a733f02f0d6b49d1c253d,2,2,139.8,5.0,True,low_active
59cd88080b93f3c18508673122d26169,10,10,392.33,4.75,False,normal
59cea8e446d3834393058e7e0666b6fb,10,10,696.6,4.6,False,normal
59de1d4c8c057c2a53acd4ca66531af2,1,1,135.0,5.0,True,almost_churn
59fb871bf6f4522a87ba567b42dafecf,36,36,5957.63,4.4324324324324325,False,normal
5a05a16bb50629ee31afab8a6d4c2674,14,14,794.3,4.0,False,normal
5a32c398a06c345440bf2a683b017ad3,2,2,79.8,3.0,True,low_active
5a413ade68e8f8d93071a7f52a64cb9e,14,14,778.9,4.642857142857143,False,normal
5a4236931428800e9d9cc04af0987118,1,1,44.97,5.0,True,almost_churn
5a425cc503b39b262a847fd6212bf53b,15,15,1360.5900000000001,4.214285714285714,False,normal
5a6a02f419701fc8c605af71d4fc57a4,10,10,600.5,4.818181818181818,False,normal
5a8e7d5003a1f221f9e1d6e411de7c23,20,20,1437.6,3.9166666666666665,False,normal
5a93f3ab0ef4c84ed5e1b5dbf23978bc,15,15,775.5699999999999,4.875,False,normal
